"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"707",2007-02-01,11H 46M 0S,1.28,0,238.85,5.2,0,0,18
"708",2007-02-01,11H 47M 0S,1.29,0,239.86,5.4,0,0,18
"709",2007-02-01,11H 48M 0S,1.29,0,239.75,5.4,0,0,17
"710",2007-02-01,11H 49M 0S,1.292,0,239.88,5.4,0,0,18
"711",2007-02-01,11H 50M 0S,1.292,0,239.92,5.4,0,0,17
"712",2007-02-01,11H 51M 0S,1.302,0,240.82,5.4,0,0,18
"713",2007-02-01,11H 52M 0S,1.306,0,240.54,5.4,0,0,18
"714",2007-02-01,11H 53M 0S,1.292,0,239.26,5.4,0,0,17
"715",2007-02-01,11H 54M 0S,1.378,0.072,240.71,5.8,0,0,18
"716",2007-02-01,11H 55M 0S,1.39,0.1,241.46,5.6,0,0,18
"717",2007-02-01,11H 56M 0S,1.384,0.098,241.06,5.6,0,0,18
"718",2007-02-01,11H 57M 0S,1.392,0.1,241.62,5.6,0,0,18
"719",2007-02-01,11H 58M 0S,1.386,0.1,241.65,5.6,0,0,18
"720",2007-02-01,11H 59M 0S,1.37,0.094,240.38,5.6,0,0,17
"721",2007-02-01,12H 0M 0S,1.36,0.09,239.57,5.6,0,0,18
"722",2007-02-01,12H 1M 0S,1.36,0.092,239.84,5.6,0,0,18
"723",2007-02-01,12H 2M 0S,1.364,0.094,240.16,5.6,0,0,17
"724",2007-02-01,12H 3M 0S,1.362,0.094,240.03,5.6,0,0,18
"725",2007-02-01,12H 4M 0S,1.37,0.096,240.87,5.6,0,0,18
"726",2007-02-01,12H 5M 0S,1.362,0.06,240.89,5.6,0,0,17
"727",2007-02-01,12H 6M 0S,1.402,0.122,240.03,5.8,0,0,18
"728",2007-02-01,12H 7M 0S,1.406,0.122,239.96,5.8,0,0,18
"729",2007-02-01,12H 8M 0S,1.402,0.122,239.85,5.8,0,0,17
"730",2007-02-01,12H 9M 0S,1.404,0.124,240.33,5.8,0,0,18
"731",2007-02-01,12H 10M 0S,1.398,0.122,240.04,5.8,0,0,18
"732",2007-02-01,12H 11M 0S,1.4,0.126,240.82,5.8,0,0,17
"733",2007-02-01,12H 12M 0S,1.392,0.122,240.14,5.8,0,0,18
"734",2007-02-01,12H 13M 0S,1.384,0.12,239.51,5.8,0,0,18
"735",2007-02-01,12H 14M 0S,1.39,0.122,240.31,5.8,0,0,17
"736",2007-02-01,12H 15M 0S,1.39,0.124,240.32,5.8,0,0,18
"737",2007-02-01,12H 16M 0S,1.386,0.122,239.93,5.8,0,0,18
"738",2007-02-01,12H 17M 0S,1.096,0.128,240.77,5,0,0,13
"739",2007-02-01,12H 18M 0S,0.326,0.136,241.03,1.4,0,0,0
"740",2007-02-01,12H 19M 0S,0.326,0.136,241.12,1.4,0,0,0
"741",2007-02-01,12H 20M 0S,0.326,0.134,240.62,1.4,0,0,0
"742",2007-02-01,12H 21M 0S,0.262,0.046,240.8,1.2,0,0,0
"743",2007-02-01,12H 22M 0S,0.23,0,240.13,1,0,0,0
"744",2007-02-01,12H 23M 0S,0.23,0,240.02,1,0,0,0
"745",2007-02-01,12H 24M 0S,0.23,0,240.29,1,0,0,0
"746",2007-02-01,12H 25M 0S,0.23,0,240.12,1,0,0,0
"747",2007-02-01,12H 26M 0S,0.23,0,240.44,1,0,0,0
"748",2007-02-01,12H 27M 0S,0.232,0,241.37,1,0,0,0
"749",2007-02-01,12H 28M 0S,0.232,0,240.88,1,0,0,0
"750",2007-02-01,12H 29M 0S,0.232,0,240.69,1,0,0,0
"751",2007-02-01,12H 30M 0S,0.23,0,240.53,1,0,0,0
"752",2007-02-01,12H 31M 0S,0.232,0,240.86,1,0,0,0
"753",2007-02-01,12H 32M 0S,0.232,0,241.09,1,0,0,0
"754",2007-02-01,12H 33M 0S,0.232,0,240.89,1,0,0,0
"755",2007-02-01,12H 34M 0S,0.234,0,241.73,1,0,0,0
"756",2007-02-01,12H 35M 0S,0.234,0,241.73,1,0,0,0
"757",2007-02-01,12H 36M 0S,0.232,0,240.81,1,0,0,0
"758",2007-02-01,12H 37M 0S,0.232,0,241.28,1,0,0,0
"759",2007-02-01,12H 38M 0S,0.234,0,241.36,1,0,0,0
"760",2007-02-01,12H 39M 0S,0.232,0,241.29,1,0,0,0
"761",2007-02-01,12H 40M 0S,0.258,0,241.52,1.2,0,0,0
"762",2007-02-01,12H 41M 0S,0.31,0.11,241.68,1.4,0,0,0
"763",2007-02-01,12H 42M 0S,0.31,0.11,241.81,1.4,0,0,0
"764",2007-02-01,12H 43M 0S,0.312,0.114,242.6,1.4,0,0,0
"765",2007-02-01,12H 44M 0S,0.312,0.114,242.79,1.4,0,0,0
"766",2007-02-01,12H 45M 0S,0.31,0.11,241.72,1.4,0,0,0
"767",2007-02-01,12H 46M 0S,0.368,0.168,241.22,1.8,0,0,0
"768",2007-02-01,12H 47M 0S,0.416,0.238,240.73,2,0,0,0
"769",2007-02-01,12H 48M 0S,0.408,0.236,240.18,2,0,0,0
"770",2007-02-01,12H 49M 0S,0.408,0.24,240.85,2,0,0,0
"771",2007-02-01,12H 50M 0S,0.408,0.246,241.96,2,0,0,0
"772",2007-02-01,12H 51M 0S,0.404,0.242,241.97,2,0,0,0
"773",2007-02-01,12H 52M 0S,0.334,0.14,241.7,1.4,0,0,0
"774",2007-02-01,12H 53M 0S,0.334,0.14,241.46,1.4,0,0,0
"775",2007-02-01,12H 54M 0S,0.332,0.14,241.55,1.4,0,0,0
"776",2007-02-01,12H 55M 0S,0.332,0.142,241.69,1.4,0,0,0
"777",2007-02-01,12H 56M 0S,0.33,0.138,241,1.4,0,0,0
"778",2007-02-01,12H 57M 0S,0.33,0.14,241.44,1.4,0,0,0
"779",2007-02-01,12H 58M 0S,0.328,0.14,241.43,1.4,0,0,0
"780",2007-02-01,12H 59M 0S,0.33,0.144,241.87,1.4,0,0,0
"781",2007-02-01,13H 0M 0S,0.328,0.144,241.75,1.4,0,0,0
"782",2007-02-01,13H 1M 0S,0.328,0.142,241.64,1.4,0,0,0
"783",2007-02-01,13H 2M 0S,0.258,0,242.02,1.2,0,0,0
"784",2007-02-01,13H 3M 0S,0.234,0,241.53,1,0,0,0
"785",2007-02-01,13H 4M 0S,0.232,0,241.24,1,0,0,0
"786",2007-02-01,13H 5M 0S,0.234,0,241.48,1,0,0,0
"787",2007-02-01,13H 6M 0S,0.232,0,240.55,1,0,0,0
"788",2007-02-01,13H 7M 0S,0.232,0,240.42,1,0,0,0
"789",2007-02-01,13H 8M 0S,0.23,0,239.88,1,0,0,0
"790",2007-02-01,13H 9M 0S,0.23,0,239.49,1,0,0,0
"791",2007-02-01,13H 10M 0S,0.228,0,238.82,1,0,0,0
"792",2007-02-01,13H 11M 0S,0.228,0,238.19,1,0,0,0
"793",2007-02-01,13H 12M 0S,0.228,0,238.19,1,0,0,0
"794",2007-02-01,13H 13M 0S,0.228,0,238.58,1,0,0,0
"795",2007-02-01,13H 14M 0S,0.228,0,238.71,1,0,0,0
"796",2007-02-01,13H 15M 0S,0.228,0,238.24,1,0,0,0
"797",2007-02-01,13H 16M 0S,0.228,0,238.77,1,0,0,0
"798",2007-02-01,13H 17M 0S,0.23,0,239.4,1,0,0,0
"799",2007-02-01,13H 18M 0S,0.23,0,239.48,1,0,0,0
"800",2007-02-01,13H 19M 0S,0.23,0,239.56,1,0,0,0
"801",2007-02-01,13H 20M 0S,0.23,0,239.85,1,0,0,0
"802",2007-02-01,13H 21M 0S,0.232,0,240.43,1,0,0,0
"803",2007-02-01,13H 22M 0S,0.24,0,240.47,1,0,0,0
"804",2007-02-01,13H 23M 0S,0.238,0,240.47,1,0,0,0
"805",2007-02-01,13H 24M 0S,0.238,0,240.5,1,0,0,0
"806",2007-02-01,13H 25M 0S,0.238,0,240.69,1,0,0,0
"807",2007-02-01,13H 26M 0S,0.238,0,240.74,1,0,0,0
"808",2007-02-01,13H 27M 0S,0.312,0.068,241.95,1.6,0,0,0
"809",2007-02-01,13H 28M 0S,0.422,0.248,242.06,2,0,0,0
"810",2007-02-01,13H 29M 0S,0.418,0.246,241.72,2,0,0,0
"811",2007-02-01,13H 30M 0S,0.416,0.248,241.88,2,0,0,0
"812",2007-02-01,13H 31M 0S,0.416,0.25,242.27,2,0,0,0
"813",2007-02-01,13H 32M 0S,0.412,0.248,241.79,2,0,0,0
"814",2007-02-01,13H 33M 0S,0.408,0.246,241.45,2,0,0,0
"815",2007-02-01,13H 34M 0S,0.404,0.242,240.96,2,0,0,0
"816",2007-02-01,13H 35M 0S,0.402,0.242,240.98,2,0,0,0
"817",2007-02-01,13H 36M 0S,0.4,0.24,240.73,1.8,0,0,0
"818",2007-02-01,13H 37M 0S,0.406,0.238,240.4,2,0,0,0
"819",2007-02-01,13H 38M 0S,0.396,0.228,240.13,1.8,0,0,0
"820",2007-02-01,13H 39M 0S,0.332,0.136,240.3,1.4,0,0,0
"821",2007-02-01,13H 40M 0S,0.33,0.132,239.62,1.4,0,0,0
"822",2007-02-01,13H 41M 0S,0.328,0.13,239.11,1.4,0,0,0
"823",2007-02-01,13H 42M 0S,0.328,0.128,238.64,1.4,0,0,0
"824",2007-02-01,13H 43M 0S,0.248,0,239.75,1,0,0,0
"825",2007-02-01,13H 44M 0S,0.288,0.052,239.77,1.4,0,0,0
"826",2007-02-01,13H 45M 0S,0.316,0.122,239.76,1.4,0,1,0
"827",2007-02-01,13H 46M 0S,0.312,0.12,239.61,1.4,0,1,0
"828",2007-02-01,13H 47M 0S,0.312,0.12,239.58,1.4,0,1,0
"829",2007-02-01,13H 48M 0S,0.312,0.116,238.77,1.4,0,2,0
"830",2007-02-01,13H 49M 0S,0.312,0.116,238.69,1.4,0,1,0
"831",2007-02-01,13H 50M 0S,0.312,0.116,238.73,1.4,0,1,0
"832",2007-02-01,13H 51M 0S,0.314,0.118,239.09,1.4,0,2,0
"833",2007-02-01,13H 52M 0S,0.32,0.12,239.44,1.4,0,1,0
"834",2007-02-01,13H 53M 0S,0.32,0.12,239.72,1.4,0,2,0
"835",2007-02-01,13H 54M 0S,0.32,0.12,239.77,1.4,0,1,0
"836",2007-02-01,13H 55M 0S,0.318,0.12,239.65,1.4,0,1,0
"837",2007-02-01,13H 56M 0S,0.32,0.124,240.6,1.4,0,2,0
"838",2007-02-01,13H 57M 0S,0.318,0.122,240.12,1.4,0,1,0
"839",2007-02-01,13H 58M 0S,0.318,0.122,240.09,1.4,0,1,0
"840",2007-02-01,13H 59M 0S,0.316,0.122,239.83,1.4,0,2,0
"841",2007-02-01,14H 0M 0S,0.314,0.12,239.7,1.4,0,1,0
"842",2007-02-01,14H 1M 0S,0.31,0.124,240.44,1.4,0,1,0
"843",2007-02-01,14H 2M 0S,0.31,0.128,241.63,1.4,0,2,0
"844",2007-02-01,14H 3M 0S,0.31,0.13,242.04,1.4,0,1,0
"845",2007-02-01,14H 4M 0S,0.308,0.128,241.56,1.4,0,1,0
"846",2007-02-01,14H 5M 0S,0.308,0.126,241.14,1.4,0,1,0
"847",2007-02-01,14H 6M 0S,0.308,0.128,241.56,1.4,0,2,0
"848",2007-02-01,14H 7M 0S,0.314,0.13,241.62,1.4,0,1,0
"849",2007-02-01,14H 8M 0S,0.358,0.17,241.94,1.8,0,1,0
"850",2007-02-01,14H 9M 0S,0.424,0.268,242.03,2,0,1,0
"851",2007-02-01,14H 10M 0S,0.42,0.268,242.21,2,0,2,0
"852",2007-02-01,14H 11M 0S,0.416,0.264,241.55,2,0,1,0
"853",2007-02-01,14H 12M 0S,0.412,0.258,240.59,2,0,1,0
"854",2007-02-01,14H 13M 0S,0.39,0.224,240.33,1.8,0,1,0
"855",2007-02-01,14H 14M 0S,0.376,0.164,240,1.8,0,0,0
"856",2007-02-01,14H 15M 0S,0.41,0.236,239.9,2,0,0,0
"857",2007-02-01,14H 16M 0S,0.406,0.236,240.21,2,0,0,0
"858",2007-02-01,14H 17M 0S,0.404,0.238,240.61,2,0,0,0
"859",2007-02-01,14H 18M 0S,0.402,0.238,240.42,2,0,0,0
"860",2007-02-01,14H 19M 0S,0.402,0.238,240.41,1.8,0,0,0
"861",2007-02-01,14H 20M 0S,0.4,0.24,240.5,1.8,0,0,0
"862",2007-02-01,14H 21M 0S,0.4,0.242,240.66,1.8,0,0,0
"863",2007-02-01,14H 22M 0S,0.404,0.24,240.52,2,0,0,0
"864",2007-02-01,14H 23M 0S,0.402,0.242,240.75,2,0,0,0
"865",2007-02-01,14H 24M 0S,0.328,0.136,240.43,1.4,0,0,0
"866",2007-02-01,14H 25M 0S,0.308,0.108,240.81,1.4,0,0,0
"867",2007-02-01,14H 26M 0S,0.25,0,241.45,1,0,0,0
"868",2007-02-01,14H 27M 0S,0.24,0,242.08,1,0,0,0
"869",2007-02-01,14H 28M 0S,0.236,0,241.76,1,0,0,0
"870",2007-02-01,14H 29M 0S,0.232,0,241.41,1,0,0,0
"871",2007-02-01,14H 30M 0S,0.232,0,241.65,1,0,0,0
"872",2007-02-01,14H 31M 0S,0.232,0,241.29,1,0,0,0
"873",2007-02-01,14H 32M 0S,0.232,0,241.03,1,0,0,0
"874",2007-02-01,14H 33M 0S,0.232,0,241.45,1,0,0,0
"875",2007-02-01,14H 34M 0S,0.232,0,241.72,1,0,0,0
"876",2007-02-01,14H 35M 0S,0.232,0,241.55,1,0,0,0
"877",2007-02-01,14H 36M 0S,0.232,0,240.8,1,0,0,0
"878",2007-02-01,14H 37M 0S,0.24,0,241.58,1,0,0,0
"879",2007-02-01,14H 38M 0S,0.24,0,241.97,1,0,0,0
"880",2007-02-01,14H 39M 0S,0.24,0,242.58,1,0,0,0
"881",2007-02-01,14H 40M 0S,0.236,0,243.06,1,0,0,0
"882",2007-02-01,14H 41M 0S,0.236,0,243,1,0,0,0
"883",2007-02-01,14H 42M 0S,0.232,0,241.55,1,0,0,0
"884",2007-02-01,14H 43M 0S,0.234,0,241.81,1,0,0,0
"885",2007-02-01,14H 44M 0S,0.232,0,241.32,1,0,0,0
"886",2007-02-01,14H 45M 0S,0.232,0,241.17,1,0,0,0
"887",2007-02-01,14H 46M 0S,0.232,0,240.75,1,0,0,0
"888",2007-02-01,14H 47M 0S,0.232,0,240.67,1,0,0,0
"889",2007-02-01,14H 48M 0S,0.23,0,240.65,1,0,0,0
"890",2007-02-01,14H 49M 0S,0.276,0,240.59,1.2,0,0,0
"891",2007-02-01,14H 50M 0S,0.344,0.138,241.1,1.6,0,0,0
"892",2007-02-01,14H 51M 0S,0.342,0.14,241.75,1.6,0,0,0
"893",2007-02-01,14H 52M 0S,0.342,0.148,242.98,1.6,0,0,0
"894",2007-02-01,14H 53M 0S,0.34,0.146,242.85,1.6,0,0,0
"895",2007-02-01,14H 54M 0S,0.34,0.148,243.24,1.6,0,0,0
"896",2007-02-01,14H 55M 0S,0.336,0.146,242.64,1.4,0,0,0
"897",2007-02-01,14H 56M 0S,0.336,0.146,242.56,1.4,0,0,0
"898",2007-02-01,14H 57M 0S,0.334,0.144,242.32,1.4,0,0,0
"899",2007-02-01,14H 58M 0S,0.332,0.144,242.27,1.4,0,0,0
"900",2007-02-01,14H 59M 0S,0.33,0.14,241.43,1.4,0,0,0
"901",2007-02-01,15H 0M 0S,0.328,0.14,241.24,1.4,0,0,0
"902",2007-02-01,15H 1M 0S,0.33,0.144,241.91,1.4,0,0,0
"903",2007-02-01,15H 2M 0S,0.374,0.182,241.82,1.8,0,0,0
"904",2007-02-01,15H 3M 0S,0.406,0.248,241.68,2,0,0,0
"905",2007-02-01,15H 4M 0S,0.406,0.248,241.83,2,0,0,0
"906",2007-02-01,15H 5M 0S,0.352,0.172,242.02,1.6,0,0,0
"907",2007-02-01,15H 6M 0S,0.31,0.112,241.64,1.4,0,0,0
"908",2007-02-01,15H 7M 0S,0.308,0.106,240.53,1.4,0,0,0
"909",2007-02-01,15H 8M 0S,0.308,0.11,241.43,1.4,0,0,0
"910",2007-02-01,15H 9M 0S,0.306,0.11,241.67,1.4,0,0,0
"911",2007-02-01,15H 10M 0S,0.304,0.11,241.46,1.4,0,0,0
"912",2007-02-01,15H 11M 0S,0.304,0.11,241.27,1.4,0,0,0
"913",2007-02-01,15H 12M 0S,0.3,0.104,240.05,1.4,0,0,0
"914",2007-02-01,15H 13M 0S,0.302,0.106,240.67,1.4,0,0,0
"915",2007-02-01,15H 14M 0S,0.234,0,241.06,1,0,0,0
"916",2007-02-01,15H 15M 0S,0.234,0,241.62,1,0,0,0
"917",2007-02-01,15H 16M 0S,0.232,0,241.04,1,0,0,0
"918",2007-02-01,15H 17M 0S,0.232,0,241.14,1,0,0,0
"919",2007-02-01,15H 18M 0S,0.234,0,241.81,1,0,0,0
"920",2007-02-01,15H 19M 0S,0.238,0,243.34,1,0,0,0
"921",2007-02-01,15H 20M 0S,0.236,0,242.95,1,0,0,0
"922",2007-02-01,15H 21M 0S,0.234,0,241.7,1,0,0,0
"923",2007-02-01,15H 22M 0S,0.236,0,242.81,1,0,0,0
"924",2007-02-01,15H 23M 0S,0.236,0,243.16,1,0,0,0
"925",2007-02-01,15H 24M 0S,0.236,0,242.72,1,0,0,0
"926",2007-02-01,15H 25M 0S,0.236,0,242.86,1,0,0,0
"927",2007-02-01,15H 26M 0S,0.236,0,242.46,1,0,0,0
"928",2007-02-01,15H 27M 0S,0.238,0,243.24,1,0,0,0
"929",2007-02-01,15H 28M 0S,0.234,0,242.18,1,0,0,0
"930",2007-02-01,15H 29M 0S,0.238,0,243.81,1,0,0,0
"931",2007-02-01,15H 30M 0S,0.318,0.1,244.39,1.4,0,0,0
"932",2007-02-01,15H 31M 0S,0.35,0.154,244.16,1.6,0,0,0
"933",2007-02-01,15H 32M 0S,0.346,0.154,244.18,1.6,0,0,0
"934",2007-02-01,15H 33M 0S,0.344,0.15,243.48,1.6,0,0,0
"935",2007-02-01,15H 34M 0S,0.344,0.154,244.09,1.6,0,0,0
"936",2007-02-01,15H 35M 0S,0.34,0.152,243.74,1.6,0,0,0
"937",2007-02-01,15H 36M 0S,0.34,0.154,244.19,1.6,0,0,0
"938",2007-02-01,15H 37M 0S,0.34,0.158,244.62,1.6,0,0,0
"939",2007-02-01,15H 38M 0S,0.338,0.158,244.63,1.6,0,0,0
"940",2007-02-01,15H 39M 0S,0.336,0.152,243.58,1.4,0,0,0
"941",2007-02-01,15H 40M 0S,0.334,0.148,243.04,1.4,0,0,0
"942",2007-02-01,15H 41M 0S,0.332,0.146,242.68,1.4,0,0,0
"943",2007-02-01,15H 42M 0S,0.334,0.152,243.85,1.4,0,0,0
"944",2007-02-01,15H 43M 0S,0.332,0.148,243.13,1.4,0,0,0
"945",2007-02-01,15H 44M 0S,0.334,0.152,243.93,1.4,0,0,0
"946",2007-02-01,15H 45M 0S,0.326,0.142,243.96,1.4,0,0,0
"947",2007-02-01,15H 46M 0S,0.238,0,243.39,1,0,0,0
"948",2007-02-01,15H 47M 0S,0.238,0,243.46,1,0,0,0
"949",2007-02-01,15H 48M 0S,0.24,0,244.4,1,0,0,0
"950",2007-02-01,15H 49M 0S,0.242,0,244.28,1,0,0,0
"951",2007-02-01,15H 50M 0S,0.324,0.1,244.15,1.6,0,0,0
"952",2007-02-01,15H 51M 0S,0.322,0.118,243.18,1.4,0,0,0
"953",2007-02-01,15H 52M 0S,0.318,0.118,243.24,1.4,0,0,0
"954",2007-02-01,15H 53M 0S,0.312,0.114,242.64,1.4,0,0,0
"955",2007-02-01,15H 54M 0S,0.312,0.116,242.92,1.4,0,0,0
"956",2007-02-01,15H 55M 0S,0.31,0.112,242.15,1.4,0,0,0
"957",2007-02-01,15H 56M 0S,0.31,0.116,242.9,1.4,0,0,0
"958",2007-02-01,15H 57M 0S,0.308,0.116,243,1.4,0,0,0
"959",2007-02-01,15H 58M 0S,0.308,0.116,243.1,1.4,0,0,0
"960",2007-02-01,15H 59M 0S,0.308,0.116,243.1,1.4,0,0,0
"961",2007-02-01,16H 0M 0S,0.308,0.12,243.7,1.4,0,0,0
"962",2007-02-01,16H 1M 0S,0.24,0,243.11,1,0,0,0
"963",2007-02-01,16H 2M 0S,0.236,0,243.15,1,0,0,0
"964",2007-02-01,16H 3M 0S,0.236,0,242.95,1,0,0,0
"965",2007-02-01,16H 4M 0S,0.24,0,243.32,1,0,0,0
"966",2007-02-01,16H 5M 0S,0.244,0,243.14,1,0,0,0
"967",2007-02-01,16H 6M 0S,0.244,0,242.88,1,0,0,0
"968",2007-02-01,16H 7M 0S,0.244,0,243.07,1,0,0,0
"969",2007-02-01,16H 8M 0S,0.244,0,243.03,1,0,0,0
"970",2007-02-01,16H 9M 0S,0.24,0,241.34,1,0,0,0
"971",2007-02-01,16H 10M 0S,0.24,0,241.09,1,0,0,0
"972",2007-02-01,16H 11M 0S,0.3,0.066,242.09,1.4,0,0,0
"973",2007-02-01,16H 12M 0S,0.346,0.142,242.06,1.6,0,0,0
"974",2007-02-01,16H 13M 0S,0.38,0.176,241.97,1.8,0,0,0
"975",2007-02-01,16H 14M 0S,0.422,0.268,242.18,2,0,0,0
"976",2007-02-01,16H 15M 0S,0.424,0.272,242.91,2,0,2,0
"977",2007-02-01,16H 16M 0S,0.422,0.276,243.2,2,0,1,0
"978",2007-02-01,16H 17M 0S,0.42,0.274,242.82,2,0,2,0
"979",2007-02-01,16H 18M 0S,0.42,0.274,242.9,2,0,1,0
"980",2007-02-01,16H 19M 0S,0.42,0.268,242.05,2,0,1,0
"981",2007-02-01,16H 20M 0S,0.424,0.27,242.35,2,0,2,0
"982",2007-02-01,16H 21M 0S,0.422,0.27,242.25,2,0,1,0
"983",2007-02-01,16H 22M 0S,0.422,0.272,242.55,2,0,2,0
"984",2007-02-01,16H 23M 0S,0.424,0.278,243.49,2,0,1,0
"985",2007-02-01,16H 24M 0S,0.422,0.276,243.35,2,0,1,0
"986",2007-02-01,16H 25M 0S,0.42,0.274,243.12,2,0,2,0
"987",2007-02-01,16H 26M 0S,0.42,0.276,243.23,2,0,1,0
"988",2007-02-01,16H 27M 0S,0.338,0.158,243.29,1.6,0,2,0
"989",2007-02-01,16H 28M 0S,0.32,0.134,242.61,1.4,0,1,0
"990",2007-02-01,16H 29M 0S,0.314,0.132,242.32,1.4,0,1,0
"991",2007-02-01,16H 30M 0S,0.312,0.132,242.26,1.4,0,1,0
"992",2007-02-01,16H 31M 0S,0.31,0.128,241.74,1.4,0,2,0
"993",2007-02-01,16H 32M 0S,0.308,0.124,240.83,1.4,0,1,0
"994",2007-02-01,16H 33M 0S,0.308,0.126,241.05,1.4,0,1,0
"995",2007-02-01,16H 34M 0S,0.312,0.13,241.86,1.4,0,2,0
"996",2007-02-01,16H 35M 0S,0.316,0.132,242.36,1.4,0,1,0
"997",2007-02-01,16H 36M 0S,0.314,0.13,242.03,1.4,0,1,0
"998",2007-02-01,16H 37M 0S,0.39,0.212,242.04,2,0,1,0
"999",2007-02-01,16H 38M 0S,0.39,0.238,242.28,1.8,0,1,0
"1000",2007-02-01,16H 39M 0S,0.392,0.24,242.75,1.8,0,2,0
"1001",2007-02-01,16H 40M 0S,0.39,0.24,242.6,1.8,0,1,0
"1002",2007-02-01,16H 41M 0S,0.39,0.244,243.26,1.8,0,1,0
"1003",2007-02-01,16H 42M 0S,0.39,0.242,243.15,1.8,0,1,0
"1004",2007-02-01,16H 43M 0S,0.324,0.138,243.08,1.4,0,1,0
"1005",2007-02-01,16H 44M 0S,0.308,0.118,243.12,1.4,0,0,0
"1006",2007-02-01,16H 45M 0S,0.308,0.12,243.52,1.4,0,0,0
"1007",2007-02-01,16H 46M 0S,0.306,0.118,243.1,1.4,0,0,0
"1008",2007-02-01,16H 47M 0S,0.306,0.12,243.47,1.4,0,0,0
"1009",2007-02-01,16H 48M 0S,0.248,0,243.8,1,0,0,0
"1010",2007-02-01,16H 49M 0S,0.24,0,243.44,1,0,0,0
"1011",2007-02-01,16H 50M 0S,0.244,0,243.54,1,0,0,0
"1012",2007-02-01,16H 51M 0S,0.244,0,243.91,1,0,0,0
"1013",2007-02-01,16H 52M 0S,0.276,0,244.05,1.2,0,0,0
"1014",2007-02-01,16H 53M 0S,0.356,0.152,243.7,1.6,0,0,0
"1015",2007-02-01,16H 54M 0S,0.352,0.148,243.21,1.6,0,0,0
"1016",2007-02-01,16H 55M 0S,0.35,0.15,243.36,1.6,0,0,0
"1017",2007-02-01,16H 56M 0S,0.348,0.152,243.94,1.6,0,0,0
"1018",2007-02-01,16H 57M 0S,0.342,0.158,244.89,1.6,0,0,0
"1019",2007-02-01,16H 58M 0S,0.342,0.16,245.3,1.6,0,0,0
"1020",2007-02-01,16H 59M 0S,0.342,0.16,245.34,1.6,0,0,0
"1021",2007-02-01,17H 0M 0S,0.34,0.16,245.32,1.6,0,0,0
"1022",2007-02-01,17H 1M 0S,0.336,0.152,243.87,1.4,0,0,0
"1023",2007-02-01,17H 2M 0S,0.334,0.152,243.91,1.4,0,0,0
"1024",2007-02-01,17H 3M 0S,0.332,0.148,243.31,1.4,0,0,0
"1025",2007-02-01,17H 4M 0S,0.334,0.15,243.31,1.4,0,0,0
"1026",2007-02-01,17H 5M 0S,0.336,0.146,242.63,1.4,0,0,0
"1027",2007-02-01,17H 6M 0S,0.334,0.144,241.89,1.4,0,0,0
"1028",2007-02-01,17H 7M 0S,0.332,0.138,240.91,1.4,0,0,0
"1029",2007-02-01,17H 8M 0S,0.282,0.07,240.77,1.2,0,0,0
"1030",2007-02-01,17H 9M 0S,0.232,0,240.83,1,0,0,0
"1031",2007-02-01,17H 10M 0S,0.232,0,240.9,1,0,0,0
"1032",2007-02-01,17H 11M 0S,0.234,0,242.09,1,0,0,0
"1033",2007-02-01,17H 12M 0S,0.234,0,242.6,1,0,0,0
"1034",2007-02-01,17H 13M 0S,0.234,0,242.07,1,0,0,0
"1035",2007-02-01,17H 14M 0S,0.232,0,241.63,1,0,0,0
"1036",2007-02-01,17H 15M 0S,0.234,0,241.96,1,0,0,0
"1037",2007-02-01,17H 16M 0S,0.232,0,241.57,1,0,0,0
"1038",2007-02-01,17H 17M 0S,0.232,0,241.39,1,0,0,0
"1039",2007-02-01,17H 18M 0S,0.47,0,241.11,2,0,0,0
"1040",2007-02-01,17H 19M 0S,0.53,0,241.57,2.2,0,0,0
"1041",2007-02-01,17H 20M 0S,0.528,0,241.21,2.2,0,0,0
"1042",2007-02-01,17H 21M 0S,0.528,0,241.18,2.2,0,0,0
"1043",2007-02-01,17H 22M 0S,0.53,0,241.79,2.2,0,0,0
"1044",2007-02-01,17H 23M 0S,0.53,0,241.72,2.2,0,0,0
"1045",2007-02-01,17H 24M 0S,0.606,0.086,240.62,2.6,0,0,0
"1046",2007-02-01,17H 25M 0S,0.604,0.106,241.51,2.4,0,0,0
"1047",2007-02-01,17H 26M 0S,0.872,0.096,240.67,3.6,0,0,0
"1048",2007-02-01,17H 27M 0S,0.924,0.094,240.17,3.8,0,0,0
"1049",2007-02-01,17H 28M 0S,0.922,0.092,239.79,3.8,0,0,0
"1050",2007-02-01,17H 29M 0S,0.922,0.094,240.14,3.8,0,0,0
"1051",2007-02-01,17H 30M 0S,0.924,0.096,240.39,3.8,0,0,0
"1052",2007-02-01,17H 31M 0S,0.934,0.098,240.95,3.8,0,0,0
"1053",2007-02-01,17H 32M 0S,0.948,0.098,241.41,3.8,0,0,0
"1054",2007-02-01,17H 33M 0S,0.972,0.128,241.33,4,0,0,0
"1055",2007-02-01,17H 34M 0S,1.04,0.234,241.62,4.4,0,0,0
"1056",2007-02-01,17H 35M 0S,1.034,0.232,241.31,4.4,0,0,0
"1057",2007-02-01,17H 36M 0S,1.03,0.232,241.02,4.4,0,0,0
"1058",2007-02-01,17H 37M 0S,1.028,0.232,241.13,4.4,0,0,0
